store_id,name,url,address,latitude,longitude,banner,click_and_collect,delivery
810832cb-2748-4e87-bc17-929eab5a5a61,New World Feilding,/lower-north-island/manawatu-and-wairarapa/feilding,"42 Aorangi Street, Feilding, 4702",-40.228015,175.569532,MNW,True,True
81f807e9-1879-484c-b27e-ded56245c6a4,New World Fendalton,/south-island/canterbury/fendalton,"19-23 Memorial Avenue, Fendalton, Christchurch, 8053",-43.5179,172.5883,MNW,True,True
fc91d59f-6ab5-4447-8737-125e09e8e50e,New World Ferry Road,/south-island/canterbury/ferry-road,"7/11 St Johns Street, Woolston, Christchurch, 8062",-43.5492,172.6842,MNW,True,True
ebcc2edb-73bd-4d8e-b6f3-528849677b62,New World Foxton,/lower-north-island/manawatu-and-wairarapa/foxton,"Cnr Main and Whyte Streets, FOXTON, 4814",-40.472517,175.281707,MNW,True,True
4f76214d-40a5-4c71-a94f-81d45f3f0a59,New World Gardens,/south-island/otago-and-southland/gardens,"6 North Road, North East Valley, Dunedin, 9010",-45.8549,170.5197,MNW,True,True
3e66e1a7-bf5c-4f39-9638-c3f57e5c3889,New World Gate Pa,/upper-north-island/bay-of-plenty/gate-pa,"948 Cameron Road, Gate Pa, Tauranga, 3112",-37.713787,176.142697,MNW,True,True
64c24e04-516d-40b3-958c-96b15797684a,New World Glenview,/upper-north-island/waikato/glenview,"Unit 1/220 Ohaupo Road, Glenview, Hamilton, 3206",-37.822527,175.287416,MNW,True,True
ca27a97f-03d4-4969-9400-e3af61c99816,New World Gore,/south-island/otago-and-southland/gore,"2 Irk Street, Gore, Gore, 9710",-46.0993,168.9427,MNW,True,True
b6d36090-c7f4-4ff3-9343-5b48159f8f6d,New World Green Bay,/upper-north-island/auckland/green-bay,"64 Godley Road, Green Bay, Auckland, 0604",-36.93074,174.679184,MNW,False,True
0870db3b-2e91-43b7-89aa-ce3c031b3856,New World Greenmeadows,/lower-north-island/gisborne-and-hawkes-bay/greenmeadows,"9 Gloucester Street, Greenmeadows, Napier, 4112",-39.525324,176.862409,MNW,True,True
afbe3446-1f57-4dca-9a58-0c7d5a4a6020,New World Greymouth,/south-island/west-coast/greymouth,"Cnr High & Marlborough Streets, Greymouth, Greymouth, 7805",-42.4617,171.1961,MNW,True,True
95d161ea-9a31-4fca-acbe-96f271d627df,New World Halswell,/south-island/canterbury/halswell,"346 Halswell Road, Halswell, Christchurch, 8025",-43.5806,172.566,MNW,True,True
